,Hospital_ID,District_ID,Instrument_ID,Year_total_HD,Year_total_HI,Year_total_DI,Instument_Count,Annual_Projected_Revenue,Buy_or_not
29704,Hospital 560,District 18,Instrument 5,15281.6,4415.0,5289.737288135593,5.0,0,0
29705,Hospital 560,District 18,Instrument 6,15281.6,1853.0,1.0,5.0,0,0
29706,Hospital 560,District 18,Instrument 8,15281.6,7065.0,74.30434782608695,5.0,0,0
29709,Hospital 560,District 20,Instrument 6,3203.0,1853.0,2140.8829174664106,4.0,0,0
29710,Hospital 560,District 20,Instrument 8,3203.0,7065.0,8481.058479532163,4.0,0,0
29713,Hospital 560,District 20,Instrument 6,3203.0,1853.0,2140.8829174664106,4.0,0,0
29714,Hospital 560,District 20,Instrument 8,3203.0,7065.0,8481.058479532163,4.0,0,0
29715,Hospital 560,District 34,Instrument 2,2558.0,18052.272727272728,13357.081534772182,2.0,0,0
29716,Hospital 560,District 34,Instrument 3,2558.0,2072.0,3073.4128205128204,2.0,0,0
29717,Hospital 560,District 34,Instrument 5,2558.0,4415.0,3254.006896551724,2.0,0,0
29718,Hospital 560,District 34,Instrument 7,2558.0,2211.6666666666665,20523.526829268292,2.0,0,0
29720,Hospital 560,District 34,Instrument 8,2558.0,7065.0,4870.826086956522,2.0,0,0
29722,Hospital 560,District 8,Instrument 1,85.0,1340.857142857143,579.8774509803922,1.0,0,0
29725,Hospital 560,District 8,Instrument 7,85.0,2211.6666666666665,6558.0,1.0,0,0
29726,Hospital 560,District 8,Instrument 6,85.0,1853.0,35288.4,1.0,0,0
29728,Hospital 561,District 29,Instrument 3,180117.25,8257.0,3221.4953703703704,4.0,0,0
29737,Hospital 562,District 12,Instrument 3,12411.0,9840.833333333334,22507.63245823389,1.0,0,0
29743,Hospital 562,District 12,Instrument 8,12411.0,528.0,23305.908333333333,1.0,0,0
29744,Hospital 562,District 13,Instrument 2,10139.0,65088.357142857145,126076.28636363636,5.0,0,0
29746,Hospital 562,District 13,Instrument 6,10139.0,601.0,811974.0,5.0,0,0
29747,Hospital 562,District 13,Instrument 2,10139.0,65088.357142857145,126076.28636363636,5.0,0,0
29749,Hospital 562,District 13,Instrument 6,10139.0,601.0,811974.0,5.0,0,0
29750,Hospital 562,District 20,Instrument 3,36340.666666666664,9840.833333333334,36082.17345597898,3.0,0,0
29753,Hospital 562,District 20,Instrument 7,36340.666666666664,286.0,7843.473584905661,3.0,0,0
29754,Hospital 562,District 20,Instrument 8,36340.666666666664,528.0,8481.058479532163,3.0,0,0
29758,Hospital 562,District 41,Instrument 8,19820.5,528.0,20820.0,4.0,0,0
29762,Hospital 562,District 41,Instrument 8,19820.5,528.0,20820.0,4.0,0,0
29766,Hospital 562,District 41,Instrument 8,19820.5,528.0,20820.0,4.0,0,0
29770,Hospital 562,District 8,Instrument 7,1010.0,286.0,6558.0,2.0,0,0
29771,Hospital 562,District 8,Instrument 6,1010.0,601.0,35288.4,2.0,0,0
29777,Hospital 563,District 20,Instrument 3,5274.333333333333,3825.0,36082.17345597898,3.0,0,0
29781,Hospital 563,District 20,Instrument 8,5274.333333333333,642.0,8481.058479532163,3.0,0,0
29784,Hospital 563,District 39,Instrument 7,28176.666666666668,1426.5,50323.93251533742,3.0,0,0
29787,Hospital 564,District 28,Instrument 5,33078.2,399.0,4642.685344827586,5.0,0,0
29788,Hospital 564,District 28,Instrument 6,33078.2,229.0,9646.110144927536,5.0,0,0
29789,Hospital 564,District 28,Instrument 8,33078.2,1011.0,10941.20945945946,5.0,0,0
29790,Hospital 564,District 28,Instrument 5,33078.2,399.0,4642.685344827586,5.0,0,0
29791,Hospital 564,District 28,Instrument 6,33078.2,229.0,9646.110144927536,5.0,0,0
29792,Hospital 564,District 28,Instrument 8,33078.2,1011.0,10941.20945945946,5.0,0,0
29793,Hospital 564,District 28,Instrument 5,33078.2,399.0,4642.685344827586,5.0,0,0
29794,Hospital 564,District 28,Instrument 6,33078.2,229.0,9646.110144927536,5.0,0,0
29795,Hospital 564,District 28,Instrument 8,33078.2,1011.0,10941.20945945946,5.0,0,0
29797,Hospital 564,District 41,Instrument 5,15160.666666666666,399.0,11379.309133489462,3.0,0,0
29800,Hospital 564,District 41,Instrument 8,15160.666666666666,1011.0,20820.0,3.0,0,0
29802,Hospital 564,District 41,Instrument 5,15160.666666666666,399.0,11379.309133489462,3.0,0,0
29805,Hospital 564,District 41,Instrument 8,15160.666666666666,1011.0,20820.0,3.0,0,0
29809,Hospital 568,District 13,Instrument 6,57563.666666666664,4397.0,811974.0,6.0,0,0
29811,Hospital 568,District 13,Instrument 6,57563.666666666664,4397.0,811974.0,6.0,0,0
29812,Hospital 568,District 18,Instrument 6,57490.333333333336,4397.0,1.0,6.0,0,0
29813,Hospital 568,District 18,Instrument 8,57490.333333333336,1876.3333333333333,74.30434782608695,6.0,0,0
29814,Hospital 568,District 18,Instrument 6,57490.333333333336,4397.0,1.0,6.0,0,0
29815,Hospital 568,District 18,Instrument 8,57490.333333333336,1876.3333333333333,74.30434782608695,6.0,0,0
29818,Hospital 568,District 20,Instrument 8,14216.8,1876.3333333333333,8481.058479532163,5.0,0,0
29821,Hospital 568,District 20,Instrument 8,14216.8,1876.3333333333333,8481.058479532163,5.0,0,0
29822,Hospital 568,District 32,Instrument 2,1220.5,49227.58823529412,10887.244655581948,4.0,0,0
29825,Hospital 568,District 32,Instrument 8,1220.5,1876.3333333333333,2917.3673469387754,4.0,0,0
29826,Hospital 568,District 41,Instrument 2,50917.666666666664,49227.58823529412,15395.28094302554,3.0,0,0
29830,Hospital 568,District 41,Instrument 8,50917.666666666664,1876.3333333333333,20820.0,3.0,0,0
29834,Hospital 568,District 8,Instrument 7,5002.5,51310.666666666664,6558.0,2.0,0,0
29835,Hospital 568,District 8,Instrument 6,5002.5,4397.0,35288.4,2.0,0,0
29838,Hospital 57,District 13,Instrument 6,8052.833333333333,293.0,811974.0,6.0,0,0
29840,Hospital 57,District 13,Instrument 6,8052.833333333333,293.0,811974.0,6.0,0,0
29843,Hospital 57,District 20,Instrument 6,11186.5,293.0,2140.8829174664106,4.0,0,0
29844,Hospital 57,District 20,Instrument 8,11186.5,2.0,8481.058479532163,4.0,0,0
29847,Hospital 57,District 20,Instrument 6,11186.5,293.0,2140.8829174664106,4.0,0,0
29848,Hospital 57,District 20,Instrument 8,11186.5,2.0,8481.058479532163,4.0,0,0
29849,Hospital 573,District 41,Instrument 2,3050.0,25827.222222222223,15395.28094302554,3.0,0,0
29853,Hospital 573,District 41,Instrument 8,3050.0,66.0,20820.0,3.0,0,0
29854,Hospital 574,District 13,Instrument 5,6368.25,3960.0,56086.90536723164,4.0,0,0
29857,Hospital 574,District 13,Instrument 8,6368.25,24.0,11619.912028725314,4.0,0,0
29858,Hospital 574,District 13,Instrument 5,6368.25,3960.0,56086.90536723164,4.0,0,0
29861,Hospital 574,District 13,Instrument 8,6368.25,24.0,11619.912028725314,4.0,0,0
29862,Hospital 574,District 18,Instrument 3,14583.333333333334,3069.5,5397.134529147982,3.0,0,0
29863,Hospital 574,District 18,Instrument 5,14583.333333333334,3960.0,5289.737288135593,3.0,0,0
29866,Hospital 574,District 18,Instrument 8,14583.333333333334,24.0,74.30434782608695,3.0,0,0
29867,Hospital 574,District 34,Instrument 5,1804.2,3960.0,3254.006896551724,5.0,0,0
29870,Hospital 574,District 34,Instrument 5,1804.2,3960.0,3254.006896551724,5.0,0,0
29878,Hospital 575,District 20,Instrument 8,9510.0,202.0,8481.058479532163,4.0,0,0
29882,Hospital 575,District 20,Instrument 8,9510.0,202.0,8481.058479532163,4.0,0,0
29886,Hospital 575,District 20,Instrument 8,9510.0,202.0,8481.058479532163,4.0,0,0
29892,Hospital 578,District 28,Instrument 3,1841.4,11022.5,8155.575221238938,5.0,0,0
29894,Hospital 578,District 28,Instrument 7,1841.4,1870.0,23774.131944444445,5.0,0,0
29895,Hospital 578,District 28,Instrument 3,1841.4,11022.5,8155.575221238938,5.0,0,0
29897,Hospital 578,District 28,Instrument 7,1841.4,1870.0,23774.131944444445,5.0,0,0
29911,Hospital 580,District 13,Instrument 2,188719.75,30849.941176470587,126076.28636363636,4.0,0,0
29913,Hospital 580,District 13,Instrument 6,188719.75,2633.0,811974.0,4.0,0,0
29914,Hospital 580,District 13,Instrument 8,188719.75,267.0,11619.912028725314,4.0,0,0
29915,Hospital 580,District 13,Instrument 2,188719.75,30849.941176470587,126076.28636363636,4.0,0,0
29917,Hospital 580,District 13,Instrument 6,188719.75,2633.0,811974.0,4.0,0,0
29918,Hospital 580,District 13,Instrument 8,188719.75,267.0,11619.912028725314,4.0,0,0
29921,Hospital 580,District 17,Instrument 6,16546.25,2633.0,17.0,4.0,0,0
29922,Hospital 580,District 17,Instrument 8,16546.25,267.0,40671.444444444445,4.0,0,0
29925,Hospital 580,District 17,Instrument 6,16546.25,2633.0,17.0,4.0,0,0
29926,Hospital 580,District 17,Instrument 8,16546.25,267.0,40671.444444444445,4.0,0,0
29929,Hospital 580,District 20,Instrument 8,17859.6,267.0,8481.058479532163,5.0,0,0
29932,Hospital 580,District 20,Instrument 8,17859.6,267.0,8481.058479532163,5.0,0,0
29948,Hospital 580,District 50,Instrument 6,36608.5,2633.0,37174.170454545456,6.0,0,0
29949,Hospital 580,District 50,Instrument 8,36608.5,267.0,271454.8461538461,6.0,0,0
29952,Hospital 581,District 13,Instrument 6,43393.4,2651.5,811974.0,5.0,0,0
29955,Hospital 581,District 13,Instrument 6,43393.4,2651.5,811974.0,5.0,0,0
29959,Hospital 581,District 20,Instrument 8,8804.0,1531.0,8481.058479532163,4.0,0,0
29963,Hospital 581,District 20,Instrument 8,8804.0,1531.0,8481.058479532163,4.0,0,0
29965,Hospital 582,District 13,Instrument 6,289398.3333333333,1804.0,811974.0,6.0,0,0
29967,Hospital 582,District 13,Instrument 6,289398.3333333333,1804.0,811974.0,6.0,0,0
29969,Hospital 582,District 13,Instrument 6,289398.3333333333,1804.0,811974.0,6.0,0,0
29971,Hospital 582,District 13,Instrument 6,289398.3333333333,1804.0,811974.0,6.0,0,0
29972,Hospital 582,District 17,Instrument 4,8213.666666666666,20606.5,293.5487804878049,3.0,0,0
29975,Hospital 582,District 17,Instrument 6,8213.666666666666,1804.0,17.0,3.0,0,0
29976,Hospital 582,District 17,Instrument 8,8213.666666666666,1133.5,40671.444444444445,3.0,0,0
29983,Hospital 582,District 34,Instrument 2,93.75,70530.3125,13357.081534772182,4.0,0,0
29984,Hospital 582,District 34,Instrument 7,93.75,3591.5,20523.526829268292,4.0,0,0
29986,Hospital 582,District 34,Instrument 8,93.75,1133.5,4870.826086956522,4.0,0,0
29990,Hospital 582,District 41,Instrument 8,6533.75,1133.5,20820.0,4.0,0,0
29994,Hospital 582,District 41,Instrument 8,6533.75,1133.5,20820.0,4.0,0,0
29998,Hospital 582,District 41,Instrument 8,6533.75,1133.5,20820.0,4.0,0,0
29999,Hospital 582,District 50,Instrument 1,3462.0,1275.8,24068.86075949367,2.0,0,0
30000,Hospital 582,District 50,Instrument 4,3462.0,20606.5,99272.89873417722,2.0,0,0
30001,Hospital 582,District 50,Instrument 5,3462.0,103588.8,150119.26628895185,2.0,0,0
30002,Hospital 582,District 50,Instrument 7,3462.0,3591.5,12526.34765625,2.0,0,0
30003,Hospital 582,District 50,Instrument 6,3462.0,1804.0,37174.170454545456,2.0,0,0
30004,Hospital 582,District 50,Instrument 8,3462.0,1133.5,271454.8461538461,2.0,0,0
30005,Hospital 582,District 50,Instrument 1,3462.0,1275.8,24068.86075949367,2.0,0,0
30006,Hospital 582,District 50,Instrument 4,3462.0,20606.5,99272.89873417722,2.0,0,0
30007,Hospital 582,District 50,Instrument 5,3462.0,103588.8,150119.26628895185,2.0,0,0
30008,Hospital 582,District 50,Instrument 7,3462.0,3591.5,12526.34765625,2.0,0,0
30009,Hospital 582,District 50,Instrument 6,3462.0,1804.0,37174.170454545456,2.0,0,0
30010,Hospital 582,District 50,Instrument 8,3462.0,1133.5,271454.8461538461,2.0,0,0
30014,Hospital 582,District 8,Instrument 7,3732.0,3591.5,6558.0,2.0,0,0
30015,Hospital 582,District 8,Instrument 6,3732.0,1804.0,35288.4,2.0,0,0
30018,Hospital 583,District 13,Instrument 6,15882.0,1657.5,811974.0,6.0,0,0
30020,Hospital 583,District 13,Instrument 6,15882.0,1657.5,811974.0,6.0,0,0
30022,Hospital 583,District 13,Instrument 6,15882.0,1657.5,811974.0,6.0,0,0
30025,Hospital 583,District 20,Instrument 8,4974.0,3633.0,8481.058479532163,5.0,0,0
30028,Hospital 583,District 20,Instrument 8,4974.0,3633.0,8481.058479532163,5.0,0,0
30029,Hospital 583,District 28,Instrument 4,14914.6,4976.333333333333,5271.008595988539,5.0,0,0
30030,Hospital 583,District 28,Instrument 5,14914.6,450.5,4642.685344827586,5.0,0,0
30031,Hospital 583,District 28,Instrument 6,14914.6,1657.5,9646.110144927536,5.0,0,0
30032,Hospital 583,District 28,Instrument 4,14914.6,4976.333333333333,5271.008595988539,5.0,0,0
30033,Hospital 583,District 28,Instrument 5,14914.6,450.5,4642.685344827586,5.0,0,0
30034,Hospital 583,District 28,Instrument 6,14914.6,1657.5,9646.110144927536,5.0,0,0
30035,Hospital 583,District 28,Instrument 4,14914.6,4976.333333333333,5271.008595988539,5.0,0,0
30036,Hospital 583,District 28,Instrument 5,14914.6,450.5,4642.685344827586,5.0,0,0
30037,Hospital 583,District 28,Instrument 6,14914.6,1657.5,9646.110144927536,5.0,0,0
30038,Hospital 583,District 28,Instrument 4,14914.6,4976.333333333333,5271.008595988539,5.0,0,0
30039,Hospital 583,District 28,Instrument 5,14914.6,450.5,4642.685344827586,5.0,0,0
30040,Hospital 583,District 28,Instrument 6,14914.6,1657.5,9646.110144927536,5.0,0,0
30049,Hospital 585,District 13,Instrument 6,24958.166666666668,10603.0,811974.0,6.0,0,0
30051,Hospital 585,District 13,Instrument 6,24958.166666666668,10603.0,811974.0,6.0,0,0
30053,Hospital 585,District 13,Instrument 6,24958.166666666668,10603.0,811974.0,6.0,0,0
30056,Hospital 585,District 19,Instrument 5,1198.0,5749.75,91437.45161290323,3.0,0,0
30061,Hospital 585,District 20,Instrument 7,8436.333333333334,1457.0,7843.473584905661,3.0,0,0
30062,Hospital 585,District 20,Instrument 6,8436.333333333334,10603.0,2140.8829174664106,3.0,0,0
30063,Hospital 585,District 20,Instrument 8,8436.333333333334,1658.6666666666667,8481.058479532163,3.0,0,0
30066,Hospital 585,District 20,Instrument 7,8436.333333333334,1457.0,7843.473584905661,3.0,0,0
30067,Hospital 585,District 20,Instrument 6,8436.333333333334,10603.0,2140.8829174664106,3.0,0,0
30068,Hospital 585,District 20,Instrument 8,8436.333333333334,1658.6666666666667,8481.058479532163,3.0,0,0
30069,Hospital 585,District 28,Instrument 7,8471.0,1457.0,23774.131944444445,7.0,0,0
30070,Hospital 585,District 28,Instrument 7,8471.0,1457.0,23774.131944444445,7.0,0,0
30071,Hospital 585,District 28,Instrument 7,8471.0,1457.0,23774.131944444445,7.0,0,0
30072,Hospital 585,District 28,Instrument 7,8471.0,1457.0,23774.131944444445,7.0,0,0
30073,Hospital 585,District 32,Instrument 4,4596.0,3887.6,1744.9411764705883,4.0,0,0
30076,Hospital 585,District 32,Instrument 8,4596.0,1658.6666666666667,2917.3673469387754,4.0,0,0
30077,Hospital 585,District 32,Instrument 4,4596.0,3887.6,1744.9411764705883,4.0,0,0
30080,Hospital 585,District 32,Instrument 8,4596.0,1658.6666666666667,2917.3673469387754,4.0,0,0
30082,Hospital 585,District 41,Instrument 5,5532.666666666667,5749.75,11379.309133489462,3.0,0,0
30085,Hospital 585,District 41,Instrument 8,5532.666666666667,1658.6666666666667,20820.0,3.0,0,0
30087,Hospital 585,District 41,Instrument 5,5532.666666666667,5749.75,11379.309133489462,3.0,0,0
30090,Hospital 585,District 41,Instrument 8,5532.666666666667,1658.6666666666667,20820.0,3.0,0,0
30091,Hospital 585,District 50,Instrument 1,52861.0,835.8181818181819,24068.86075949367,2.0,0,0
30092,Hospital 585,District 50,Instrument 4,52861.0,3887.6,99272.89873417722,2.0,0,0
30093,Hospital 585,District 50,Instrument 5,52861.0,5749.75,150119.26628895185,2.0,0,0
30094,Hospital 585,District 50,Instrument 7,52861.0,1457.0,12526.34765625,2.0,0,0
30095,Hospital 585,District 50,Instrument 6,52861.0,10603.0,37174.170454545456,2.0,0,0
30096,Hospital 585,District 50,Instrument 8,52861.0,1658.6666666666667,271454.8461538461,2.0,0,0
30097,Hospital 585,District 50,Instrument 1,52861.0,835.8181818181819,24068.86075949367,2.0,0,0
30098,Hospital 585,District 50,Instrument 4,52861.0,3887.6,99272.89873417722,2.0,0,0
30099,Hospital 585,District 50,Instrument 5,52861.0,5749.75,150119.26628895185,2.0,0,0
30100,Hospital 585,District 50,Instrument 7,52861.0,1457.0,12526.34765625,2.0,0,0
30101,Hospital 585,District 50,Instrument 6,52861.0,10603.0,37174.170454545456,2.0,0,0
30102,Hospital 585,District 50,Instrument 8,52861.0,1658.6666666666667,271454.8461538461,2.0,0,0
30103,Hospital 587,District 28,Instrument 7,15583.42857142857,897.6666666666666,23774.131944444445,7.0,0,0
30104,Hospital 587,District 34,Instrument 4,747.8333333333334,19963.4,2052.9470588235295,6.0,0,0
30106,Hospital 587,District 34,Instrument 4,747.8333333333334,19963.4,2052.9470588235295,6.0,0,0
30108,Hospital 59,District 18,Instrument 5,1215.0,616.0,5289.737288135593,4.0,0,0
30109,Hospital 59,District 18,Instrument 7,1215.0,9031.333333333334,41011.17834394905,4.0,0,0
30110,Hospital 59,District 18,Instrument 6,1215.0,2189.5,1.0,4.0,0,0
30111,Hospital 59,District 18,Instrument 8,1215.0,175.66666666666666,74.30434782608695,4.0,0,0
30112,Hospital 59,District 34,Instrument 3,741.0,7439.571428571428,3073.4128205128204,3.0,0,0
30113,Hospital 59,District 34,Instrument 4,741.0,376.25,2052.9470588235295,3.0,0,0
30114,Hospital 59,District 34,Instrument 5,741.0,616.0,3254.006896551724,3.0,0,0
30116,Hospital 59,District 34,Instrument 8,741.0,175.66666666666666,4870.826086956522,3.0,0,0
30120,Hospital 59,District 8,Instrument 7,1623.5,9031.333333333334,6558.0,2.0,0,0
30121,Hospital 59,District 8,Instrument 6,1623.5,2189.5,35288.4,2.0,0,0
30123,Hospital 592,District 41,Instrument 2,1131.25,13707.0,15395.28094302554,4.0,0,0
30127,Hospital 593,District 50,Instrument 3,125257.66666666667,331.0,22842.88888888889,3.0,0,0
30130,Hospital 593,District 50,Instrument 6,125257.66666666667,20.0,37174.170454545456,3.0,0,0
30132,Hospital 593,District 50,Instrument 3,125257.66666666667,331.0,22842.88888888889,3.0,0,0
30135,Hospital 593,District 50,Instrument 6,125257.66666666667,20.0,37174.170454545456,3.0,0,0
30137,Hospital 594,District 41,Instrument 2,7131.0,2373.3333333333335,15395.28094302554,2.0,0,0
30138,Hospital 594,District 41,Instrument 3,7131.0,132.0,26894.46508379888,2.0,0,0
30146,Hospital 595,District 28,Instrument 8,7184.0,22063.0,10941.20945945946,6.0,0,0
30148,Hospital 595,District 28,Instrument 8,7184.0,22063.0,10941.20945945946,6.0,0,0
30149,Hospital 595,District 41,Instrument 2,21412.0,46956.28571428572,15395.28094302554,4.0,0,0
30153,Hospital 595,District 41,Instrument 2,21412.0,46956.28571428572,15395.28094302554,4.0,0,0
30174,Hospital 595,District 50,Instrument 1,55480.5,701.6666666666666,24068.86075949367,2.0,0,0
30175,Hospital 595,District 50,Instrument 4,55480.5,3536.5,99272.89873417722,2.0,0,0
30176,Hospital 595,District 50,Instrument 5,55480.5,3857.6666666666665,150119.26628895185,2.0,0,0
30177,Hospital 595,District 50,Instrument 7,55480.5,1228.0,12526.34765625,2.0,0,0
30179,Hospital 595,District 50,Instrument 8,55480.5,22063.0,271454.8461538461,2.0,0,0
30180,Hospital 595,District 50,Instrument 1,55480.5,701.6666666666666,24068.86075949367,2.0,0,0
30181,Hospital 595,District 50,Instrument 4,55480.5,3536.5,99272.89873417722,2.0,0,0
30182,Hospital 595,District 50,Instrument 5,55480.5,3857.6666666666665,150119.26628895185,2.0,0,0
30183,Hospital 595,District 50,Instrument 7,55480.5,1228.0,12526.34765625,2.0,0,0
30185,Hospital 595,District 50,Instrument 8,55480.5,22063.0,271454.8461538461,2.0,0,0
30187,Hospital 596,District 13,Instrument 6,31292.0,748.0,811974.0,6.0,0,0
30189,Hospital 596,District 13,Instrument 6,31292.0,748.0,811974.0,6.0,0,0
30190,Hospital 596,District 34,Instrument 5,7014.0,13706.0,3254.006896551724,5.0,0,0
30192,Hospital 596,District 34,Instrument 8,7014.0,525.0,4870.826086956522,5.0,0,0
30194,Hospital 596,District 8,Instrument 1,1729.0,409.75,579.8774509803922,1.0,0,0
30197,Hospital 596,District 8,Instrument 7,1729.0,13108.0,6558.0,1.0,0,0
30198,Hospital 596,District 8,Instrument 6,1729.0,748.0,35288.4,1.0,0,0
30200,Hospital 597,District 13,Instrument 4,59431.2,6234.75,21466.09442724458,5.0,0,0
30202,Hospital 597,District 13,Instrument 6,59431.2,2912.5,811974.0,5.0,0,0
30203,Hospital 597,District 13,Instrument 4,59431.2,6234.75,21466.09442724458,5.0,0,0
30205,Hospital 597,District 13,Instrument 6,59431.2,2912.5,811974.0,5.0,0,0
30206,Hospital 597,District 13,Instrument 4,59431.2,6234.75,21466.09442724458,5.0,0,0
30208,Hospital 597,District 13,Instrument 6,59431.2,2912.5,811974.0,5.0,0,0
30209,Hospital 597,District 13,Instrument 4,59431.2,6234.75,21466.09442724458,5.0,0,0
30211,Hospital 597,District 13,Instrument 6,59431.2,2912.5,811974.0,5.0,0,0
30212,Hospital 597,District 17,Instrument 4,16336.75,6234.75,293.5487804878049,4.0,0,0
30215,Hospital 597,District 17,Instrument 6,16336.75,2912.5,17.0,4.0,0,0
30216,Hospital 597,District 17,Instrument 4,16336.75,6234.75,293.5487804878049,4.0,0,0
30219,Hospital 597,District 17,Instrument 6,16336.75,2912.5,17.0,4.0,0,0
30220,Hospital 597,District 20,Instrument 2,17981.333333333332,227017.53333333333,31891.211143695014,3.0,0,0
30221,Hospital 597,District 20,Instrument 3,17981.333333333332,18144.3,36082.17345597898,3.0,0,0
30222,Hospital 597,District 20,Instrument 1,17981.333333333332,3306.777777777778,1962.327536231884,3.0,0,0
30225,Hospital 597,District 28,Instrument 5,28762.666666666668,10041.333333333334,4642.685344827586,6.0,0,0
30226,Hospital 597,District 28,Instrument 6,28762.666666666668,2912.5,9646.110144927536,6.0,0,0
30227,Hospital 597,District 28,Instrument 5,28762.666666666668,10041.333333333334,4642.685344827586,6.0,0,0
30228,Hospital 597,District 28,Instrument 6,28762.666666666668,2912.5,9646.110144927536,6.0,0,0
30229,Hospital 597,District 28,Instrument 5,28762.666666666668,10041.333333333334,4642.685344827586,6.0,0,0
30230,Hospital 597,District 28,Instrument 6,28762.666666666668,2912.5,9646.110144927536,6.0,0,0
30231,Hospital 597,District 28,Instrument 5,28762.666666666668,10041.333333333334,4642.685344827586,6.0,0,0
30232,Hospital 597,District 28,Instrument 6,28762.666666666668,2912.5,9646.110144927536,6.0,0,0
30233,Hospital 597,District 32,Instrument 4,4069.75,6234.75,1744.9411764705883,4.0,0,0
30236,Hospital 597,District 32,Instrument 8,4069.75,5054.285714285715,2917.3673469387754,4.0,0,0
30237,Hospital 597,District 32,Instrument 4,4069.75,6234.75,1744.9411764705883,4.0,0,0
30240,Hospital 597,District 32,Instrument 8,4069.75,5054.285714285715,2917.3673469387754,4.0,0,0
30241,Hospital 597,District 32,Instrument 4,4069.75,6234.75,1744.9411764705883,4.0,0,0
30244,Hospital 597,District 32,Instrument 8,4069.75,5054.285714285715,2917.3673469387754,4.0,0,0
30245,Hospital 597,District 34,Instrument 3,2988.8,18144.3,3073.4128205128204,5.0,0,0
30246,Hospital 597,District 34,Instrument 5,2988.8,10041.333333333334,3254.006896551724,5.0,0,0
30250,Hospital 597,District 39,Instrument 7,4669.333333333333,43352.0,50323.93251533742,3.0,0,0
30255,Hospital 597,District 39,Instrument 7,4669.333333333333,43352.0,50323.93251533742,3.0,0,0
30258,Hospital 597,District 41,Instrument 2,13733.75,227017.53333333333,15395.28094302554,4.0,0,0
30262,Hospital 597,District 41,Instrument 2,13733.75,227017.53333333333,15395.28094302554,4.0,0,0
30266,Hospital 597,District 41,Instrument 2,13733.75,227017.53333333333,15395.28094302554,4.0,0,0
30270,Hospital 597,District 50,Instrument 1,63494.0,3306.777777777778,24068.86075949367,5.0,0,0
30271,Hospital 597,District 50,Instrument 4,63494.0,6234.75,99272.89873417722,5.0,0,0
30272,Hospital 597,District 50,Instrument 5,63494.0,10041.333333333334,150119.26628895185,5.0,0,0
30273,Hospital 597,District 50,Instrument 6,63494.0,2912.5,37174.170454545456,5.0,0,0
30274,Hospital 597,District 50,Instrument 1,63494.0,3306.777777777778,24068.86075949367,5.0,0,0
30275,Hospital 597,District 50,Instrument 4,63494.0,6234.75,99272.89873417722,5.0,0,0
30276,Hospital 597,District 50,Instrument 5,63494.0,10041.333333333334,150119.26628895185,5.0,0,0
30277,Hospital 597,District 50,Instrument 6,63494.0,2912.5,37174.170454545456,5.0,0,0
30278,Hospital 597,District 50,Instrument 1,63494.0,3306.777777777778,24068.86075949367,5.0,0,0
30279,Hospital 597,District 50,Instrument 4,63494.0,6234.75,99272.89873417722,5.0,0,0
30280,Hospital 597,District 50,Instrument 5,63494.0,10041.333333333334,150119.26628895185,5.0,0,0
30281,Hospital 597,District 50,Instrument 6,63494.0,2912.5,37174.170454545456,5.0,0,0
30293,Hospital 598,District 13,Instrument 6,217205.16666666666,18911.0,811974.0,6.0,0,0
30295,Hospital 598,District 13,Instrument 6,217205.16666666666,18911.0,811974.0,6.0,0,0
30297,Hospital 598,District 13,Instrument 6,217205.16666666666,18911.0,811974.0,6.0,0,0
30299,Hospital 598,District 13,Instrument 6,217205.16666666666,18911.0,811974.0,6.0,0,0
30314,Hospital 598,District 17,Instrument 6,244329.4,18911.0,17.0,5.0,0,0
30317,Hospital 598,District 17,Instrument 6,244329.4,18911.0,17.0,5.0,0,0
30320,Hospital 598,District 17,Instrument 6,244329.4,18911.0,17.0,5.0,0,0
30321,Hospital 598,District 18,Instrument 3,93795.83333333333,41896.15789473684,5397.134529147982,6.0,0,0
30322,Hospital 598,District 18,Instrument 6,93795.83333333333,18911.0,1.0,6.0,0,0
30323,Hospital 598,District 18,Instrument 8,93795.83333333333,55557.57142857143,74.30434782608695,6.0,0,0
30324,Hospital 598,District 18,Instrument 3,93795.83333333333,41896.15789473684,5397.134529147982,6.0,0,0
30325,Hospital 598,District 18,Instrument 6,93795.83333333333,18911.0,1.0,6.0,0,0
30326,Hospital 598,District 18,Instrument 8,93795.83333333333,55557.57142857143,74.30434782608695,6.0,0,0
30327,Hospital 598,District 19,Instrument 2,18009.0,237672.125,27969.565476190477,3.0,0,0
30332,Hospital 598,District 20,Instrument 2,95795.33333333333,237672.125,31891.211143695014,3.0,0,0
30333,Hospital 598,District 20,Instrument 1,95795.33333333333,17585.125,1962.327536231884,3.0,0,0
30336,Hospital 598,District 20,Instrument 6,95795.33333333333,18911.0,2140.8829174664106,3.0,0,0
30337,Hospital 598,District 20,Instrument 2,95795.33333333333,237672.125,31891.211143695014,3.0,0,0
30338,Hospital 598,District 20,Instrument 1,95795.33333333333,17585.125,1962.327536231884,3.0,0,0
30341,Hospital 598,District 20,Instrument 6,95795.33333333333,18911.0,2140.8829174664106,3.0,0,0
30342,Hospital 598,District 28,Instrument 3,85031.33333333333,41896.15789473684,8155.575221238938,3.0,0,0
30343,Hospital 598,District 28,Instrument 4,85031.33333333333,33912.2,5271.008595988539,3.0,0,0
